full_text,view_count,bookmark_count,favorite_count,reply_count,retweet_count,created_at,followers_count,following_count,favourites_count,Source_File,sentiment
"Iftaar For All

With current director of FBCCI and Sylhet Chamber of Commerce Salehin F Nahian and former General Secretary of Sylhet Awami league Asad Uddin Ahmed distributing iftaar among police officers

Date  May  ",18,0,0,0,0,"13/01/2024, 07:09:24",82,119,1723,Week 2.csv,neutral
 Awami league has zero chance  max,397,0,2,0,0,"13/01/2024, 05:56:49",41,63,1670,Week 2.csv,negative
            Time to ban the arson terrorist Awami League,6,0,0,0,0,"13/01/2024, 03:10:02",470,192,78374,Week 2.csv,negative
     Awami League is a terrorist organization just like ISIS which is ruled by a ruthless bloodthirsty dictator Such a terror league will be wiped off of Bangladesh,6,0,0,0,0,"13/01/2024, 03:02:49",470,192,78374,Week 2.csv,negative
"Rare Photo President of Awami League Bangabondhus daughter Sheikh Hasina Wazed   Dec New Delhi India

              ",20,0,1,0,0,"13/01/2024, 00:56:44",2173,10,1,Week 2.csv,neutral
Newlyelected Bangladesh government may face oxymoronic hegemon from the US and UK Although in January  general elections Awami League under the leadership of Sheikh  USA Elected UnitedSTates UnitedKingdom ,45,0,0,0,0,"13/01/2024, 00:46:11",2356,1237,476,Week 2.csv,neutral
"             NA ICT  NA RWP             

Pakistan Election election PakistanAwamiLeague Hockey ChNasirMehmood
NA NA ",90,0,2,0,2,"13/01/2024, 00:21:12",27,40,23,Week 2.csv,neutral
Bangladeshi Prime Minister Sheikh Hasina has won a fourth straight term in power with her party the Awami League taking almost  percent of the seats in Sundays general election ,272,0,0,0,0,"13/01/2024, 00:00:00",286455,2406,11078,Week 2.csv,positive
"  Bangladesh
Awami League leader Peyar Mohammad amp his gang attacked Baradeshwari Kali Temple in KorbaniganjKotwaliChittagong
Beef was thrown from his house into the temple amp the temple priest was attacked by Extremistsafter he protested ",28,0,0,0,0,"12/01/2024, 23:34:41",2470,495,182304,Week 2.csv,negative
"My article As Bangladeshs newly formed government navigates the next  days they face the challenge of countering antiAwami League efforts orchestrated by the BNP through media campaigns and lobbying  via  

",121,0,1,0,0,"12/01/2024, 23:16:20",47776,113,14708,Week 2.csv,neutral
Minister for housing and public works affairs RAM Obaidul Muktadir Chowdhury on Thursday filed a Tk  crore defamation case with the Brahmanbaria Joint District Judge Court against his rival Awami League independent candidate Lion Firozur Rahman Olio ,150,0,3,0,0,"12/01/2024, 23:10:48",5175,870,57992,Week 2.csv,neutral
 BNP Jamaat wanted to rig the election using terror Ignoring terrorist threats the people of Bangladesh have elected Awami League and Sheikh Hasina as Prime Minister through free and fair elections and are completing the democratic process in a free and peaceful manner,13,0,0,0,0,"12/01/2024, 22:59:24",94,572,7575,Week 2.csv,neutral
  That does not downplay the BNPs own history of oppression and attacks on democracy During its rule  and it was confronted with many of the accusations currently faced by the Awami League corruption human rights abuses suppression of opposition groups and more,20,0,0,0,0,"12/01/2024, 22:50:55",38,0,7364,Week 2.csv,negative
BNP Jamaat wanted to rig the election using terror Ignoring terrorist threats the people of Bangladesh have elected Awami League and Sheikh Hasina as Prime Minister through free and fair elections and are completing the democratic process in a free and peaceful manner,15,0,0,0,0,"12/01/2024, 22:50:44",94,572,7575,Week 2.csv,neutral
  BNP Jamaat wanted to rig the election using terror Ignoring terrorist threats the people of Bangladesh have elected Awami League and Sheikh Hasina as Prime Minister through free and fair elections and are completing the democratic process in a free and peaceful manner,11,0,0,0,0,"12/01/2024, 22:50:33",94,572,7575,Week 2.csv,neutral
     That does not downplay the BNPs own history of oppression and attacks on democracy During its rule  and  it was confronted with many of the accusations currently faced by the Awami League corruption human rights abuses suppression of opposition groups and more,45,0,0,0,0,"12/01/2024, 22:50:03",38,0,7364,Week 2.csv,negative
 Bhai ami buni na o kemne mp hoy minister th durer kotao ki chatro League ba Awami league ar politics ar sate age teke somprikto cilo  years dalali kore just minister prjnto hoi geloasob bd tei possible,447,0,0,2,0,"12/01/2024, 22:01:09",48,325,4154,Week 2.csv,neutral
  Counter logic ki tomar  Islam kayem er jonno  e juddho hoisilo bole hoy tomar  Arre Awami Muslim league theke Muslim baad diye Awami League hoise  ar Awami league er haat dhore Desh shadhin  tomar Islam desh shadhin er bipokkhe chilo  eita ki mano naki na,28,0,0,1,0,"12/01/2024, 21:57:30",83,133,10035,Week 2.csv,neutral
"The parliamentary elections in Bangladesh which will be held on  January probably will be won by the Awami League which has been in power since  and is led by the current Prime Minister Sheikh Hasina Writes 

 ",29,0,1,0,0,"12/01/2024, 21:39:30",1095,249,274,Week 2.csv,neutral
    Bangladeshi far right Islamist prime minister Sheikh Hasina has been instigating violence against its Christian minority communities Her ruling Awami League party has been persecuting Christians with impunity Hold Bangladeshi prime minister accountable ,10,0,1,0,0,"12/01/2024, 21:28:23",356,2042,52235,Week 2.csv,negative
"EFSAS Commentary The ruling Awami Leagues victory in the  January elections has given Sheikh Hasina a record fifth term as Prime Minister

Bangladesh Elections

",174,0,1,0,1,"12/01/2024, 21:20:52",1202,522,158,Week 2.csv,positive
 Bangladeshi far right Islamist prime minister Sheikh Hasina has been instigating violence against its Christian minority communities Her ruling Awami League party has been persecuting Christians with impunity Hold Bangladeshi prime minister accountable ,7,0,1,0,0,"12/01/2024, 21:20:19",194,424,1412,Week 2.csv,negative
Bangladeshi far right Islamist prime minister Sheikh Hasina has been instigating violence against its Christian minority communities Her ruling Awami League party has been persecuting Christians with impunity Hold Bangladeshi prime minister accountable ,181,0,7,0,2,"12/01/2024, 21:14:43",356,2042,52235,Week 2.csv,negative
PTI amp both Awami League will be damaged not just in these two seats but adjoining Rawalpindi seats by not nominating   amp  as joint candidates PTI candidate Shehryar Riaz knows this well If Sanity prevails  Pindi District can be won by PTI,364,0,3,1,1,"12/01/2024, 19:59:55",52374,5782,56124,Week 2.csv,negative
"My article Should Bangladesh fear the Biden administration   via  

For Bangladeshs newly formed government the next  days would be extremely crucial as BNP and its cronies shall intensify antiAwami League bids 

",107,0,4,0,1,"12/01/2024, 19:25:19",47776,113,14708,Week 2.csv,neutral
"  India is only good friend for awami league not for Bangladesh Bangladeshi people dont like them and awami league doesnt represent Bangladesh this election proved it again

Dalal like uwill always get hurt because u cant bear witness when ur daddys are getting fuked",56,0,0,0,0,"12/01/2024, 18:41:53",26,177,1062,Week 2.csv,negative
"Nazmul Hassan is a Bangladeshi politician He is the president of the Bangladesh Cricket Board and a member of parliament elected from the Kishoreganj constituency

Nazmul is the son of former President Zillur Rahman and late Ivy Rahman former president of Mohila Awami League ",21,0,0,0,0,"12/01/2024, 17:59:36",128,1168,961,Week 2.csv,neutral
"We showed that elections can be fair and unbiased the Awami League posted to X on January 

That is likely false

Through the ruling partys growing authoritarianism a crackdown on the political opposition and Awami League supporters use of violence and intimidation to",662,0,20,0,5,"12/01/2024, 17:24:59",7296,462,9022,Week 2.csv,negative
"They are united in their hatred for us Why theres no reprieve for Hindus in Bangladesh despite Awami Leagues return to power
",376,0,12,0,5,"12/01/2024, 17:11:16",59578,449,9948,Week 2.csv,negative
" Comment by Foreign Ministry Spokeswoman Maria Zakharova on the parliamentary elections and appointment of a new government in Bangladesh 

 The results of the parliamentary election held on January  in Bangladesh have been announced The ruling Bangladesh Awami League ",25,0,2,0,1,"12/01/2024, 17:05:25",2546,334,3926,Week 2.csv,neutral
India should try on newer options in Bangladesh instead of over emphasis on the Awami League ,39,0,0,0,0,"12/01/2024, 16:42:22",170,134,24096,Week 2.csv,neutral
 Party ban kar de thi phr be wo jeet gea tha Awami league ke workers jeet gae thay,115,0,0,0,0,"12/01/2024, 16:39:12",2939,2822,184930,Week 2.csv,neutral
"Either you die a hero or you live long enough to watch yourself become the villain

A perfect quote which represents the current condition of Bangladesh Awami League",6,0,0,0,0,"12/01/2024, 16:34:19",514,3732,21323,Week 2.csv,neutral
Prime Minister and Awami League President Sheikh Hasina on Friday vowed that the journey toward prosperity will be continued since her party assumed power again through the peoples mandate,8,0,0,0,0,"12/01/2024, 16:12:36",374,1420,294,Week 2.csv,positive
"Bangladeshs Flawed Election Increases Polarization Risk of Violence Awami League remains in power voter frustration is at an alltime high after three successive controversial elections
Where is US action

 

 
 ",12,0,1,0,0,"12/01/2024, 16:04:34",447,260,34692,Week 2.csv,negative
  Did Awami League manage to achieve any of that in its previous terms,4,0,0,0,0,"12/01/2024, 15:48:12",108,99,17156,Week 2.csv,neutral
"Hindu is in under Atck in Bangladesh  

Chandranath Temple where Goddess Satis right hand fell 

This Musalman is insulting the temple with his feet

The local Awami League MP has announced that the site of the temple will be occupied amp made into a tourist center 

This ",1933,0,49,11,33,"12/01/2024, 15:47:43",32041,3391,70351,Week 2.csv,negative
 A consolation prize for being with awami league,1135,0,1,0,0,"12/01/2024, 15:14:31",13,84,87,Week 2.csv,positive
  Awami league is a terrorist organization and it should not be allowed any space,5,0,0,0,0,"12/01/2024, 15:00:24",1347,1540,95872,Week 2.csv,negative
"OPINION Whether the Awami League can improve the business environment by reining in corruption red tape and graft and draw foreign investment remains to be seen writes Sohela Nazneen

",3301,1,2,1,0,"12/01/2024, 14:26:51",411338,94,1236,Week 2.csv,neutral
"Bangladeshs Flawed Election Increases Polarization Risk of Violence Awami League remains in power voter frustration is at an alltime high after three successive controversial elections
Where is US action
   

",1379,2,74,4,8,"12/01/2024, 14:18:32",2595,310,92,Week 2.csv,negative
"Prime Minister and Awami League President Sheikh Hasina todat vowed to continue the journey towards the countrys prosperity
Bangladesh PrimeMinister SheikhHasina NewsUpdates 
",712,0,3,1,1,"12/01/2024, 13:51:01",1881705,64,461,Week 2.csv,positive
 Awami League is a terrorist,2,0,0,0,0,"18/05/2024, 23:19:30",7,33,3713,Week 20.csv,negative
 Yes but the junior army officers who saved the country on th August were betrayed and abandoned by the BNP after  on the instructions of Tareque Rahman who sought to appease India and supporters of the Awami League and did not want to highlight their contribution,88,0,1,1,0,"18/05/2024, 22:53:13",2110,927,14073,Week 20.csv,negative
"President Mohammed Shahabuddin has said the homecoming of AwamiLeague President SheikhHasina paved the way to establishing the spirit of the LiberationWar the values of independence and democracy in the country
 ",1468,0,73,6,23,"18/05/2024, 21:26:00",647493,1683,1264,Week 20.csv,positive
"Recalling her election as the President of Bangladesh AwamiLeague in her absence before her homecoming on May  PM SheikhHasina said Today Awami League is the most acceptable party among the people of Bangladesh Its a reality
 ",1734,0,80,10,22,"18/05/2024, 19:38:00",647493,1683,1264,Week 20.csv,positive
"When SheikhHasina returned to Bangladesh from six years of exile the country was being trampled by the dictator Ziaur Rahman He not only aided the assassination of thAugust but also awarded the selfconfessed killers 
Now after  years Bangladesh is reversed its course ",2911,1,135,13,44,"18/05/2024, 18:11:13",647493,1683,1264,Week 20.csv,negative
 How does a politician in Bangladesh Awami League Nationalist Party became a mayor of a UK city ,18,0,0,0,0,"18/05/2024, 14:00:28",1818,2211,38647,Week 20.csv,neutral
Bangladesh Nationalist Party BNP secretary general Mirza Fakhrul Islam Alamgir said on Friday that the Awami League AL government has introduced neoBaksal rule in the country ,29,0,0,0,0,"18/05/2024, 12:57:19",6968,768,10,Week 20.csv,neutral
 Bangladesh people understand well and beyond Does Hasan MahmudAwami League know anything about foreign policy You should ask these questions to them and its about time as well,16,0,0,0,0,"18/05/2024, 03:09:26",21,6,52,Week 20.csv,neutral
            If America stop backing Sheikh Hasina regime BNP needs only one week to topple Awami League government,16,0,0,0,0,"17/05/2024, 22:56:29",1151,3758,113969,Week 20.csv,neutral
"No matter how much pressure Awami League will not go beyond the constitution Obaidul Quader

HanggangKailan Proliga FridayFeelings AFLSwansBlues iPadPro NouvelleCaldonie FreddyCarrin FreddyCarrin FridayMotivation ALaBarbarossa UbaidulQuader ",140,0,0,0,0,"17/05/2024, 21:30:23",2991,675,1216,Week 20.csv,neutral
"The th Homecoming Day of Prime Minister Sheikh Hasina is being celebrated by the ruling Awami League in Bangladesh on Friday

Sheikh Hasina returned to Bangladesh on May   after a long exile in India following the brutal killing of her father Bangabandhu Sheikh ",42,0,0,0,0,"17/05/2024, 19:30:56",267,777,0,Week 20.csv,neutral
"   im not responsible for what pakistan EastPakistan awami league bnp or jamat did
im here to defend the general public of bangladesh who dont have enmity with general hindu for nothing
i saw it we muslim friends in college in  raised funds for Rohit who had cancer",17,0,0,0,0,"17/05/2024, 18:18:44",44,58,4848,Week 20.csv,neutral
Over the space of last four decades her road has been fraught with insurmountable challenges facing incarceration based on trumped up charges to assassination attempts waging mass movement for restoring democracy defy military rulers and keep militant and terror groups at ,2451,0,115,4,37,"17/05/2024, 17:41:05",647493,1683,1264,Week 20.csv,negative
"The th Home Coming day of Prime Minister SheikhHasina is being celebrated by the ruling Awami League in Bangladesh
A seminar titled Sheikh Hasinas Homecoming Incredible Development of Communication System was held today at the National Press Club Dhaka",20,0,0,0,0,"17/05/2024, 16:58:16",139,488,0,Week 20.csv,positive
"The th Home Coming day of Prime Minister SheikhHasina is being celebrated by the ruling Awami League in Bangladesh

Sheikh Hasina returned to Bangladesh on May   after a long exile in India following the brutal killing of her father Bangabandhu Sheikh Mujibur ",2825,1,18,1,1,"17/05/2024, 16:47:21",3318100,134,1280,Week 20.csv,positive
   Awami Leagues main weapon is lying and protested against that lying ,4,0,0,0,0,"17/05/2024, 16:30:51",30265,212,43927,Week 20.csv,negative
"Bangladesh  PM Sheikh Hasinas th Home Coming day being celebrated by the ruling Awami League

SheikhHasina returned to Bangladesh on May   after a long exile in India following the brutal killing of her father Bangabandhu Sheikh Mujibur Rahman along with most of ",2696,0,22,2,3,"17/05/2024, 16:30:47",3735930,84,6163,Week 20.csv,positive
  Awami Leagues main weapon is lying and protested against that lying ,303,0,4,0,0,"17/05/2024, 16:29:42",30265,212,43927,Week 20.csv,negative
"Read more 

Today marks the th anniversary of the homecoming of Prime Minister Sheikh Hasina also the President of the Awami League This significant day commemorates her return to Bangladesh after years of exile

SheikhHasina HomeComingDay TBSNews ",305,0,22,1,6,"17/05/2024, 15:16:01",19812,109,285,Week 20.csv,positive
In  Sheikh Hasina returned to a country plagued with intolerance suppression where the voice of the mass was silenced by the boots of the military dictator  years down the line the Daughter of Democracy has transformed the country into a role model of progress ,18109,3,238,47,59,"17/05/2024, 13:06:36",647493,1683,1264,Week 20.csv,neutral
The Homecoming Day of Awami League President and Prime Minister Sheikh Hasina on  May  marked the beginning of a new chapter in the political history of Bangladesh The resurgence of spirit of  started with her return some six years after the brutal assassination of ,106,0,0,0,0,"17/05/2024, 13:00:58",559,79,123,Week 20.csv,neutral
Honorable Prime Minister Sheikh Hasina is present at the inaugural ceremony of the nd biennial conference of the Bangladesh Economic Association SheikhHasina   Bangladesh ,1428,0,63,2,22,"17/05/2024, 09:05:17",647493,1683,1264,Week 20.csv,neutral
  Yes By constitution Tho the person who made it secular sheikh Mujib did not know the full secularism perfectly The reason i say this his party awami League has their own definition of secularism which is different from the real west secularism,35,1,0,1,0,"17/05/2024, 00:22:29",76,176,15318,Week 20.csv,neutral
"Speaking at a discussion on Farakka Long March Day he criticised the Awami League government for its failure to resolve the water problem with India
bangladesh
",446,0,3,0,0,"16/05/2024, 23:50:16",1881541,64,461,Week 20.csv,negative
May is one of the major turning points in the history of Bangladesh  On this day in  SheikhHasina returned home from exile She received heartfelt welcome from thousands of people Her return to the country as the President of AwamiLeague reunited the party and began ,1899,0,90,7,32,"16/05/2024, 20:58:45",647493,1683,1264,Week 20.csv,positive
 Donald Lu came to Bangladesh and gave legitimacy to the Awami League government without voting Claims Indias broker Foreign Minister ,22,0,0,0,0,"16/05/2024, 19:38:00",289,1081,4373,Week 20.csv,neutral
"Sheikh Hasina was elected President of the Awami League while living as a refugee in India

The people of Bangladesh were looking to Sheikh Hasina to taste freedom anew

Sheikh Hasina determined to return the peoples right to vote and eat walked on the path of thorns and ",42,0,0,0,0,"16/05/2024, 19:00:32",65,25,95,Week 20.csv,neutral
"   why do you think party is not important here party is equally important as religion here because you have to look for who backs the vandals
search on google and you will find numerous attacks conducted by awami league and then blamed others to ensure their political interest",2,0,0,0,0,"16/05/2024, 17:32:30",44,58,4848,Week 20.csv,negative
"At least six people were injured in a clash between two fractions of Awami League in Jashores Sharsha upazila yesterday night
Bangladesh CrimeNews 
",445,0,2,0,0,"16/05/2024, 16:46:54",1881541,64,461,Week 20.csv,negative
Awami League miserably fails in fighting disinformation thus inviting unexpected consequences Ruling Awami League party in Bangladesh having been in power for over  years faces an  Miserable AwamiLeague Fail ,17,0,0,0,0,"16/05/2024, 16:43:27",2356,1237,476,Week 20.csv,negative
You are of the Nation You are of the Mass  Bangladesh Student Leagues rally and procession on the occasion of the historic HomecomingDay of HPM SheikhHasina   Bangladesh ,2432,0,79,6,25,"16/05/2024, 15:29:44",647493,1683,1264,Week 20.csv,neutral
Suddenly the US does not mind working with a repressive Awami League regime ,31,0,1,0,1,"16/05/2024, 14:53:19",79,2,17,Week 20.csv,neutral
"The government of Bangladesh has undertaken several strategic initiatives aimed at transforming the nation into a costeffective sustainable innovative intelligent and knowledgebased SmartBangladesh by 

These initiatives are designed to enhance the ICT sectors ",1621,1,83,9,29,"16/05/2024, 14:03:17",647493,1683,1264,Week 20.csv,positive
      Awami League came to power by cheating the people  The United States is deceiving the people of Bangladesh and supporting the Awami League  America is as shameless as Awami League,34,0,1,0,0,"16/05/2024, 12:37:04",28,263,1228,Week 20.csv,negative
Bangladesh Awami Leagues Relief and Social Welfare Subcommittee distributes food among underprivileged children on the occasion of the th Homecoming Day of HPM SheikhHasina  Chief Guest Obaidul Quader MP General Secretary of Awami League ,973,0,49,4,19,"16/05/2024, 12:24:45",647493,1683,1264,Week 20.csv,neutral
 Welcome to Twitter Naheed Ezaher Khan Its great to have another influential voice from the Bangladesh Awami League on this platform Looking forward to your insights and updates Lets indeed connect and work together towards a brighter future,35,0,7,0,0,"16/05/2024, 00:58:53",301,518,8537,Week 20.csv,positive
"           Nowgains amp loses
Awami League No tension regarding democracy amp human rights for next five years If it can maintain the power balance among the superpowers  elections will be also like the previous ones",72,0,0,0,0,"15/05/2024, 21:32:19",348,756,1096,Week 20.csv,neutral
           Its an unfortunate turn of events for the democracy loving people of BangladeshAwami League is doing praiseworthy work in doing good diplomacy with its best friend INDIARUSSIA amp CHINA while make USA caved to current government,38,0,0,0,0,"15/05/2024, 21:31:53",348,756,1096,Week 20.csv,neutral
" Bangladesh  went from Pakistani Oppression to Awami League Tyranny

Bangladeshi Muslims  must revolt against Awami League",100,0,3,1,0,"15/05/2024, 21:18:55",55,106,63945,Week 20.csv,negative
"HPM SheikhHasina said the government will appoint  more midwives gradually to ensure better healthcare for mothers and newborn babies In  at  she pledged to appoint  midwives Govt has already appointed 
 
ICPD  ",1349,0,75,2,20,"15/05/2024, 20:58:48",647493,1683,1264,Week 20.csv,positive
"HPM SheikhHasina said that it is necessary to transform the demographic dividend of the vast population around the globe by ensuring essential education healthcare and other fundamental rights She has inaugurated the ICPD today in Dhaka

 ",1932,0,96,7,24,"15/05/2024, 18:05:50",647493,1683,1264,Week 20.csv,positive
 In China products are released in the market at low prices it is cheating And what does the U S do Bangladesh Donald Lu comes and gives a license to the Awami League And so that the people of the country are destroyed they are arranging loans from the IMF ,13,0,1,0,0,"15/05/2024, 17:59:59",289,1081,4373,Week 20.csv,negative
"FRESH

The Awami League has had more interaction with the BJPled national government in India than it had with Congressled governments in the past But critics have long decried a lack of mutual respect in the IndiaBangladesh relationship

 ",598,1,5,1,2,"15/05/2024, 17:27:01",18581,2,1040,Week 20.csv,negative
"Prime Minister SheikhHasina today inaugurated the ICPD Global Dialogue on Demographic Diversity and Sustainable Development at Intercontinental Hotel here
Bangladesh Bulgaria and Japan along with  are hosting the event
 
 ",1741,1,104,4,34,"15/05/2024, 16:05:50",647493,1683,1264,Week 20.csv,neutral
"Executive Director of the  and  UnderSecretaryGeneral Dr Natalia Kanem paid a courtesy call on Prime Minister SheikhHasina today In the meeting  praised Bangladeshs success in reducing the child and maternal mortality rates
 ",2028,0,118,3,27,"15/05/2024, 15:54:59",647493,1683,1264,Week 20.csv,positive
"Textiles Minister Jahangir Kabir Nanak said the RMG industry is playing a vital role in povertyreduction alongside being the highest foreign currency earning sector in Bangladesh Currently more than  million people are working in this sector
 ",1274,0,82,2,19,"15/05/2024, 10:10:00",647493,1683,1264,Week 20.csv,positive
ICPD  Global Dialogue on Demographic Diversity and Sustainable Development ,1542,1,51,7,23,"15/05/2024, 08:29:04",647493,1683,1264,Week 20.csv,neutral
Awami League strengthens ties with China through strategic cooperation and partnership ,15,0,0,0,0,"15/05/2024, 02:14:36",16,30,40,Week 20.csv,positive
"Who brought Bhutto into power According to the Caliph Mirza Nasir it was him amp JamaateAhmadiyya
At the time in East Pak a majority of Awami League elected candidates were common people Mirza Nasir helped to elect PPP landed aristocrats
Explorer Jamaats political history",483,0,3,0,1,"15/05/2024, 01:24:44",701,83,963,Week 20.csv,neutral
" Also all these instances are Awami league revisionism now that independence is achieved

In  there was a big debate as to whether Mujib even wanted independence So the AL plants these stories

The fact is Mujib wanted to talk with Yahya refused to escape to India with",2,0,0,0,0,"15/05/2024, 01:15:25",66,160,918,Week 20.csv,neutral
"Awami League miserably fails in fighting disinformation thus inviting unexpected consequences  By 

",8,0,0,0,0,"14/05/2024, 23:22:43",4511,45,1113,Week 20.csv,negative
"Foreign Minister Dr Hasan Mahmud said Bangladesh wants to begin the repatriation of the Rohingyas noting that Myanmars internal conflict which has always been there cannot be an excuse for delaying the Rohingyarepatriation
  ",2061,0,106,4,24,"14/05/2024, 21:50:03",647493,1683,1264,Week 20.csv,neutral
"AwamiLeagues General Secretary Obaidul Quader MP said that s political agenda will receive befitting replies He warns BNP saying that if they resort to terrorism the government will not tolerate it and take proper steps

Bangladesh ",997,0,55,2,16,"14/05/2024, 19:23:00",647493,1683,1264,Week 20.csv,neutral
"The Awami League government is sending representatives to supply arms from China for fear of visa policy and to suppress the peoples movement Consistently  people went on May   people will go on May  And  people will go on June 
We want freedom
  ",18,0,0,0,0,"14/05/2024, 17:33:34",289,1081,4373,Week 20.csv,neutral
"To address the housing needs of lowincome people particularly those living in slum areas the Ministry of Housing and Public Works has announced a series of housing projects across various cities of Bangladesh including Dhaka

HousingForAll ",1718,1,81,4,22,"14/05/2024, 17:10:00",647493,1683,1264,Week 20.csv,neutral
Awami League and alliance leaders step up ties with China ,19,0,1,0,0,"14/05/2024, 16:25:00",1479,562,1651,Week 20.csv,neutral
"State Minister for   said a roadmap is being formulated to increase the use of artificialintelligence AI and modern technology to ease life He said that technology will play a pivotal role in building SmartBangladesh
 ",1207,1,70,2,18,"14/05/2024, 15:04:12",647493,1683,1264,Week 20.csv,positive
"A party led delegation including Awami League has left Dhaka for China upon invitation of CCP They will visit Yunan Academy of Agriculture Science and KPC

 Bangladesh",83,0,0,0,0,"14/05/2024, 15:00:37",4969,4376,78435,Week 20.csv,neutral
     Awami League canwill do anything to cling to power their only motto Principles ethics moral do not carry any value to them Such a political party is most dangerous for any country In the meantime they already caused huge damage to the country,27,0,1,0,0,"14/05/2024, 13:51:48",473,1756,17710,Week 20.csv,negative
"Awami League and alliance leaders step up ties with China
",25,0,0,0,0,"14/05/2024, 13:42:00",244,332,565,Week 20.csv,neutral
"Road Transport and Bridges Minister and General Secretary of the Awami League Obaidul Quader has said that the government is indifferent to US sanctions and visa policies
Bangladesh 
",58,0,3,0,1,"14/05/2024, 13:41:04",5769,31,50,Week 20.csv,neutral
Awami Leagues goal is to develop from the grassroots level Prime Minister  via ,4,0,0,0,0,"14/05/2024, 13:38:42",4,19,34,Week 20.csv,neutral
"Awami League General Secretary Obaidul Quader today said the government does not care about any sanction or visa policy from the US
",30,0,0,0,0,"14/05/2024, 13:37:30",244,332,565,Week 20.csv,neutral
"Awami League and alliance leaders step up ties with China
     ",473,0,10,2,0,"14/05/2024, 13:34:26",7543,1023,8636,Week 20.csv,neutral
The main goal of Awami League is to ensure progress and improvement of the society from the grass roots They primarily aim to ensure the improvement of the social and economic conditions of the country through state development ,11,0,1,0,0,"14/05/2024, 11:59:09",5,3,2,Week 20.csv,positive
Prime Minister Sheikh Hasina has commented that the Awami League government is implementing multidimensional programs to make all citizens economically prosperous ,17,0,0,0,0,"14/05/2024, 11:05:36",520,560,39,Week 20.csv,positive
"All honorable Minister and MP Contact numbers
 Sheikh Hasina Gopalgonj Bangladesh Awami League   NoorEAlam Chowdhury Madaripur Bangladesh Awami League 
            SSF",25,0,1,0,0,"13/05/2024, 23:23:14",68,322,1876,Week 20.csv,neutral
He was also responsible for fall of Dhaka as he also didnt recognise the mandate of Sheikh MuneeburRehman Awami League Issuing currency notes with his image on them cannot change the fact that he was also an army tout who supported ayub khan against Fatima Jinnah,20,0,1,0,0,"13/05/2024, 23:06:39",719,937,39055,Week 20.csv,negative
On May  the Italian Ambassador to Dhaka Antonio Alessandro called on HPM SheikhHasina During the meeting PM sought investment from Italian businesses in economic zones to exploit its burgeoning local markets She also sought Italian assistance to continue GSP facilities ,2698,0,129,3,29,"13/05/2024, 20:53:32",647493,1683,1264,Week 20.csv,neutral
BNP wants such an election commission that they have to guarantee the election to win only then the election commission is fair to them  Obaidul Quader General Secretary Bangladesh Awami League ,24,0,2,0,0,"13/05/2024, 19:37:27",357,3373,297,Week 20.csv,neutral
"In the first  days of May Bangladesh expatriates have sent  crore in remittances reports Bangladesh Bank Provisional data for the current fiscal show expatriates have sent home  billion

RemittanceInflow ",1680,0,77,6,28,"13/05/2024, 19:07:45",647493,1683,1264,Week 20.csv,neutral
The Election Commission EC has summoned Awami League MP for Barishal  Abdul Hafiz Mallik for casting his vote openly ,16,0,0,0,0,"13/05/2024, 18:26:12",6968,768,10,Week 20.csv,neutral
"The Election Commission EC has summoned Awami League MP for Barishal  Abdul Hafiz Mallik for casting his vote openly
",9,0,0,0,0,"13/05/2024, 18:25:01",6968,768,10,Week 20.csv,neutral
Awami League General Secretary and Road Transport and Bridges Minister Obaidul Quader has said that Bangladesh is ruled by a government elected by the people dismissing opposition claims of unseen forces at play ,30,0,0,0,0,"13/05/2024, 11:19:50",6968,768,10,Week 20.csv,neutral
"Following the peoples boycott of the  vs Awami League upazila elections last Wednesday the government has become even more disoriented The humiliating defeat suffered by the reckless Sheikh  Hasina government is evident

",1478,0,59,4,6,"13/05/2024, 10:21:47",68963,183,459,Week 20.csv,negative
" why to remember 
 election which led directly to the breakup of Pakistan 
Awami League which won an absolute majority of  seats The PPP won only  seats",12,0,1,0,0,"13/05/2024, 10:08:59",2793,2229,15416,Week 20.csv,neutral
 Awami League has deprived the people of voting rights there is no democracy in the country one party rule is going on,3,0,0,0,0,"13/05/2024, 06:29:35",30265,212,43927,Week 20.csv,negative
Prime Minister SheikhHasina said Bangladesh set an instance of religiousharmony in the world as her government wants to pull the country forward taking the people of all religious faiths Bangladeshi people are very generous We love to walk together Thats how we go ahead ,2531,1,102,11,24,"25/05/2024, 21:39:58",647501,1683,1264,Week 21.csv,positive
"Emphasizing on AwamiLeagues efforts to eliminate terrorism and establish peace in the region HPM SheikhHasina said that since coming to power her govt has successfully closed down the routes used for armssmuggling through Bangladesh
 ",1594,0,68,5,13,"25/05/2024, 20:44:56",647501,1683,1264,Week 21.csv,positive
"Opposition corners Hasina as Awami League MPs gruesome murder sends shockwaves across Dhaka

Deep Halder  reports for ThePrint

",6170,1,16,3,3,"25/05/2024, 20:03:15",2446516,1285,28589,Week 21.csv,negative
"Education Minister  said that the SSC exam will be held under the new curriculum from  It will not be held as per the current curriculum The new curriculum will be finalised after the evaluation from the expert committee he said
 ",1295,0,63,9,25,"25/05/2024, 19:13:00",647501,1683,1264,Week 21.csv,neutral
"SM for   said Bangladesh believes in balanced and sustainabledevelopment He said the country has done better than many countries in most of the indicators in achieving the sustainabledevelopmentgoals by 
 ",902,0,57,3,19,"25/05/2024, 17:59:00",647501,1683,1264,Week 21.csv,positive
